Time,Live threads
41772.089225,55
41772.089272,55
41772.089318,55
41772.089364,55
41772.089411,55
41772.089457,55
41772.089503,55
41772.089549,55
41772.089596,55
41772.089642,55
41772.089688,55
41772.089734,55
41772.089781,55
41772.089827,55
41772.089873,55
41772.089920,55
41772.089966,55
41772.090012,55
41772.090059,55
41772.090105,55
41772.090151,55
41772.090198,62
41772.090244,62
41772.090290,62
41772.090336,61
41772.090383,62
41772.090429,62
41772.090475,62
41772.090522,61
41772.090568,60
41772.090614,60
41772.090661,59
41772.090707,59
41772.090753,59
41772.090800,59
41772.090845,58
41772.090892,58
41772.090938,59
41772.090985,59
41772.091031,59
41772.091077,58
41772.091123,58
41772.091170,58
41772.091216,57
41772.091262,56
41772.091308,55
41772.091355,55
41772.091401,55
41772.091448,59
41772.091494,61
41772.091540,60
41772.091586,59
41772.091633,58
41772.091679,57
41772.091725,58
41772.091771,58
41772.091818,58
41772.091864,58
41772.091910,59
41772.091957,59
41772.092003,58
41772.092049,57
41772.092095,56
41772.092142,55
41772.092189,60
41772.092234,60
41772.092281,59
41772.092327,58
41772.092373,57
41772.092420,56
41772.092466,55
41772.092512,55
41772.092558,55
41772.092605,55
41772.092651,55
41772.092697,55
41772.092744,55
41772.092790,55
41772.092836,55
41772.092883,55
41772.092929,55
41772.092975,55
41772.093021,55
41772.093068,55
41772.093114,55
41772.093160,55
41772.093207,55
41772.093253,55
41772.093299,55
41772.093346,55
41772.093392,55
41772.093438,55
41772.093484,55
41772.093531,55
41772.093577,55
41772.093624,55
41772.093670,62
41772.093716,61
41772.093763,61
41772.093808,60
41772.093855,59
41772.093901,59
41772.093947,59
41772.093994,59
41772.094040,58
41772.094086,57
41772.094133,56
41772.094179,55
41772.094225,56
41772.094272,55
41772.094318,56
41772.094364,55
41772.094410,55
41772.094457,55
41772.094503,55
41772.094549,55
41772.094595,56
41772.094642,55
41772.094688,55
41772.094734,55
41772.094781,55
41772.094827,55
41772.094873,55
41772.094920,55
41772.094966,55
41772.095012,55
41772.095058,55
41772.095105,55
41772.095151,55
41772.095197,55
41772.095244,55
41772.095290,55
41772.095336,55
41772.095383,55
41772.095429,55
41772.095476,59
41772.095521,59
41772.095568,60
41772.095614,60
41772.095661,59
41772.095707,58
41772.095753,57
41772.095799,56
41772.095846,55
41772.095892,55
41772.095938,55
41772.095985,55
41772.096031,55
41772.096077,56
41772.096123,55
41772.096170,55
41772.096216,55
41772.096262,55
41772.096308,55
41772.096355,55
41772.096401,55
41772.096448,56
41772.096494,55
41772.096540,55
41772.096586,55
41772.096633,55
41772.096679,55
41772.096725,55
41772.096771,55
41772.096818,55
41772.096864,55
41772.096910,55
41772.096957,55
41772.097003,56
41772.097049,55
41772.097096,55
41772.097142,61
41772.097188,60
41772.097235,60
41772.097281,59
41772.097327,59
41772.097373,58
41772.097420,58
41772.097466,59
41772.097512,59
41772.097558,58
41772.097605,57
41772.097651,56
41772.097698,55
41772.097744,55
41772.097790,55
41772.097837,56
41772.097883,55
41772.097929,55
41772.097975,55
41772.098021,55
41772.098068,55
41772.098114,55
41772.098160,55
41772.098207,55
41772.098253,55
41772.098299,55
41772.098346,55
41772.098392,55
41772.098438,55
41772.098484,55
41772.098531,55
41772.098577,55
41772.098623,55
41772.098670,55
41772.098716,55
41772.098763,55
41772.098808,55
41772.098855,55
41772.098901,55
41772.098948,55
41772.098994,55
41772.099040,55
41772.099087,55
41772.099133,58
41772.099179,58
41772.099225,59
41772.099272,59
41772.099318,58
41772.099364,57
41772.099410,56
41772.099457,56
41772.099503,55
41772.099549,55
41772.099595,55
41772.099642,55
41772.099688,55
41772.099735,55
41772.099781,55
41772.099827,55
41772.099873,55
41772.099920,55
41772.099966,55
41772.100012,55
41772.100059,55
41772.100105,55
41772.100151,55
41772.100197,55
41772.100244,55
41772.100290,55
41772.100336,55
41772.100383,55
41772.100429,55
41772.100475,55
41772.100522,55
41772.100568,55
41772.100615,61
41772.100660,61
41772.100707,61
41772.100753,60
41772.100799,60
41772.100845,60
41772.100892,59
41772.100938,58
41772.100985,59
41772.101031,59
41772.101077,58
41772.101123,57
41772.101170,56
41772.101216,55
41772.101262,55
41772.101308,55
41772.101355,55
41772.101401,55
41772.101447,55
41772.101494,55
41772.101540,55
41772.101586,55
41772.101633,55
41772.101679,55
41772.101725,55
41772.101771,55
41772.101818,55
41772.101864,55
41772.101910,55
41772.101957,55
41772.102003,55
41772.102049,55
41772.102096,56
41772.102142,55
41772.102188,55
41772.102235,55
41772.102281,55
41772.102327,55
41772.102373,55
41772.102420,56
41772.102466,56
41772.102512,56
41772.102558,56
41772.102605,56
41772.102651,56
41772.102697,56
41772.102745,61
41772.102790,61
41772.102836,61
41772.102883,61
41772.102929,61
41772.102975,62
41772.103022,62
41772.103068,61
41772.103114,60
41772.103160,59
41772.103207,58
41772.103253,58
41772.103299,57
41772.103345,56
41772.103392,55
41772.103438,55
41772.103485,56
41772.103531,55
41772.103577,55
41772.103623,56
41772.103670,55
41772.103716,55
41772.103762,55
41772.103808,55
41772.103855,56
41772.103901,55
41772.103948,56
41772.103994,55
41772.104040,55
41772.104087,62
41772.104133,62
41772.104179,61
41772.104225,60
41772.104271,59
41772.104318,59
41772.104364,58
41772.104410,59
41772.104457,58
41772.104503,58
41772.104549,58
41772.104595,57
41772.104642,56
41772.104688,55
41772.104735,55
41772.104781,55
41772.104828,55
41772.104874,55
41772.104920,56
41772.104966,55
41772.105012,55
41772.105059,55
41772.105105,55
41772.105151,55
41772.105198,55
41772.105244,55
41772.105290,55
41772.105336,55
41772.105383,55
41772.105429,55
41772.105475,55
41772.105522,55
41772.105568,55
41772.105614,55
41772.105660,55
41772.105707,55
41772.105753,55
41772.105799,55
41772.105845,55
41772.105892,55
41772.105938,55
41772.105985,55
41772.106031,55
41772.106077,55
41772.106124,55
41772.106170,55
41772.106216,55
41772.106262,55
41772.106309,55
41772.106355,55
41772.106401,55
41772.106447,55
41772.106494,55
41772.106540,60
41772.106586,61
41772.106633,61
41772.106679,60
41772.106725,59
41772.106772,58
41772.106818,57
41772.106864,56
41772.106910,55
41772.106957,55
41772.107003,55
41772.107049,55
41772.107095,55
41772.107142,55
41772.107188,55
41772.107234,55
41772.107281,55
41772.107327,55
41772.107373,55
41772.107420,56
41772.107466,55
41772.107512,55
41772.107559,63
41772.107605,63
41772.107651,62
41772.107698,61
41772.107744,61
41772.107790,60
41772.107837,59
41772.107883,59
41772.107929,58
41772.107975,57
41772.108022,59
41772.108068,59
41772.108114,58
41772.108160,57
41772.108207,56
41772.108253,56
41772.108299,56
41772.108345,56
41772.108392,56
41772.108438,57
41772.108485,57
41772.108531,56
41772.108577,56
41772.108623,56
41772.108670,56
41772.108716,56
41772.108763,56
41772.108808,56
41772.108855,55
41772.108901,55
41772.108948,55
41772.108994,55
41772.109040,55
41772.109087,55
41772.109133,55
41772.109179,55
41772.109225,55
41772.109272,55
41772.109318,55
41772.109364,55
41772.109411,55
41772.109457,55
41772.109503,55
41772.109550,55
41772.109596,55
41772.109642,55
41772.109688,55
41772.109735,55
41772.109781,55
41772.109827,55
41772.109874,55
41772.109920,55
41772.109966,55
41772.110013,55
41772.110059,55
41772.110105,55
41772.110152,59
41772.110198,59
41772.110244,60
41772.110290,59
41772.110336,58
41772.110383,57
41772.110429,56
41772.110475,55
41772.110522,55
41772.110568,55
41772.110614,55
41772.110660,55
41772.110707,55
41772.110753,55
41772.110799,55
41772.110846,55
41772.110892,55
41772.110938,55
41772.110985,55
41772.111031,62
41772.111077,62
41772.111124,61
41772.111170,60
41772.111217,59
41772.111263,59
41772.111309,59
41772.111355,58
41772.111402,58
41772.111448,57
41772.111494,56
41772.111541,59
41772.111587,59
41772.111633,58
41772.111680,57
41772.111726,56
41772.111772,55
41772.111818,55
41772.111864,55
41772.111911,55
41772.111957,56
41772.112003,55
41772.112050,55
41772.112096,55
41772.112142,55
41772.112189,55
41772.112235,55
41772.112281,55
41772.112327,55
41772.112374,55
41772.112420,55
41772.112466,55
41772.112513,55
41772.112559,55
41772.112605,55
41772.112652,56
41772.112698,55
41772.112744,55
41772.112790,55
41772.112837,55
41772.112883,55
41772.112929,55
41772.112976,56
41772.113022,56
41772.113069,55
41772.113115,55
41772.113161,55
41772.113207,55
41772.113253,55
41772.113300,55
41772.113346,55
41772.113393,55
41772.113439,55
41772.113485,55
41772.113531,55
41772.113578,55
41772.113624,55
41772.113670,56
41772.113717,56
41772.113763,59
41772.113809,59
41772.113855,60
41772.113902,59
41772.113948,58
41772.113994,57
41772.114041,57
41772.114087,57
41772.114133,56
41772.114180,55
41772.114226,55
41772.114272,55
41772.114319,55
41772.114365,55
41772.114411,55
41772.114457,55
41772.114504,62
41772.114550,62
41772.114596,61
41772.114643,60
41772.114689,59
41772.114735,59
41772.114781,59
41772.114828,59
41772.114874,58
41772.114920,57
41772.114967,56
41772.115013,55
41772.115060,58
41772.115106,59
41772.115152,58
41772.115198,57
41772.115244,56
41772.115291,55
41772.115337,55
41772.115383,55
41772.115430,55
41772.115476,56
41772.115522,55
41772.115568,55
41772.115615,55
41772.115661,55
41772.115707,55
41772.115754,55
41772.115800,55
41772.115846,55
41772.115893,55
41772.115939,55
41772.115985,55
41772.116031,55
41772.116078,55
41772.116124,55
41772.116170,56
41772.116217,55
41772.116263,55
41772.116310,55
41772.116355,55
41772.116402,55
41772.116448,55
41772.116495,55
41772.116540,55
41772.116587,55
41772.116633,55
41772.116680,55
41772.116726,55
41772.116772,55
41772.116819,56
41772.116865,55
41772.116911,55
41772.116958,55
41772.117003,55
41772.117050,55
41772.117096,55
41772.117142,55
41772.117189,55
41772.117235,55
41772.117281,55
41772.117328,55
41772.117374,59
41772.117420,59
41772.117467,60
41772.117513,60
41772.117559,59
41772.117605,58
41772.117652,57
41772.117698,56
41772.117744,55
41772.117791,55
41772.117837,56
41772.117883,55
41772.117930,55
41772.117976,62
41772.118022,62
41772.118068,61
41772.118115,60
41772.118161,60
41772.118207,59
41772.118254,58
41772.118300,59
41772.118346,58
41772.118392,58
41772.118439,57
41772.118485,56
41772.118531,56
41772.118578,59
41772.118624,59
41772.118670,58
41772.118716,57
41772.118763,56
41772.118809,55
41772.118855,55
41772.118902,55
41772.118948,55
41772.118994,55
41772.119040,55
41772.119087,55
41772.119133,55
41772.119180,55
41772.119226,55
41772.119272,55
41772.119318,55
41772.119365,55
41772.119411,55
41772.119457,55
41772.119504,55
41772.119550,55
41772.119596,55
41772.119643,55
41772.119689,55
41772.119735,56
41772.119782,55
41772.119828,55
41772.119874,55
41772.119920,56
41772.119966,55
41772.120013,55
41772.120059,55
41772.120105,55
41772.120152,55
41772.120198,55
41772.120244,55
41772.120291,55
41772.120337,55
41772.120383,55
41772.120429,55
41772.120476,55
41772.120522,55
41772.120568,55
41772.120615,55
41772.120661,55
41772.120707,55
41772.120753,55
41772.120800,55
41772.120846,55
41772.120892,55
41772.120939,55
41772.120985,55
41772.121031,58
41772.121078,58
41772.121124,59
41772.121170,58
41772.121216,57
41772.121263,56
41772.121309,56
41772.121355,55
41772.121402,55
41772.121448,63
41772.121494,63
41772.121540,62
41772.121587,61
41772.121633,60
41772.121681,60
41772.121726,59
41772.121772,58
41772.121819,60
41772.121865,61
41772.121911,60
41772.121957,59
41772.122004,58
41772.122050,57
41772.122097,62
41772.122143,62
41772.122189,61
41772.122235,60
41772.122281,59
41772.122328,58
41772.122374,57
41772.122420,56
41772.122467,56
41772.122513,57
41772.122559,56
41772.122605,56
41772.122652,56
41772.122698,56
41772.122744,56
41772.122791,56
41772.122837,56
41772.122883,56
41772.122930,56
41772.122976,56
41772.123022,56
41772.123068,56
41772.123115,55
41772.123161,55
41772.123207,56
41772.123254,56
41772.123300,55
41772.123346,55
41772.123393,55
41772.123439,55
41772.123485,55
41772.123531,55
41772.123578,55
41772.123624,55
41772.123670,55
41772.123717,55
41772.123763,55
41772.123809,55
41772.123856,55
41772.123902,55
41772.123948,55
41772.123994,55
41772.124041,55
41772.124087,55
41772.124133,55
41772.124180,55
41772.124226,55
41772.124272,55
41772.124318,55
41772.124365,55
41772.124411,55
41772.124457,55
41772.124504,55
41772.124550,55
41772.124596,55
41772.124643,59
41772.124689,59
41772.124735,60
41772.124781,59
41772.124828,58
41772.124874,57
41772.124921,63
41772.124967,63
41772.125013,63
41772.125059,62
41772.125106,62
41772.125152,62
41772.125198,61
41772.125244,60
41772.125291,59
41772.125337,59
41772.125383,59
41772.125430,58
41772.125476,57
41772.125522,56
41772.125568,56
41772.125615,60
41772.125661,60
41772.125707,59
41772.125754,58
41772.125800,57
41772.125846,57
41772.125893,56
41772.125939,56
41772.125985,56
41772.126032,56
41772.126078,57
41772.126124,56
41772.126170,56
41772.126217,56
41772.126263,56
41772.126309,56
41772.126356,56
41772.126402,56
41772.126448,56
41772.126494,56
41772.126541,56
41772.126587,55
41772.126633,55
41772.126680,55
41772.126726,55
41772.126772,55
41772.126818,55
41772.126865,55
41772.126911,55
41772.126957,55
41772.127004,55
41772.127050,55
41772.127096,55
41772.127143,55
41772.127189,55
41772.127235,55
41772.127281,55
41772.127328,55
41772.127374,55
41772.127420,55
41772.127467,55
41772.127513,55
41772.127559,56
41772.127605,55
41772.127652,55
41772.127698,55
41772.127744,55
41772.127791,55
41772.127837,56
41772.127883,55
41772.127930,55
41772.127976,55
41772.128022,55
41772.128068,55
41772.128115,55
41772.128161,55
41772.128207,55
41772.128254,59
41772.128300,59
41772.128346,60
41772.128393,63
41772.128439,62
41772.128485,61
41772.128531,60
41772.128578,59
41772.128624,59
41772.128670,58
41772.128717,57
41772.128763,56
41772.128810,59
41772.128855,58
41772.128902,58
41772.128948,57
41772.128994,56
41772.129041,55
41772.129087,59
41772.129134,60
41772.129180,59
41772.129226,58
41772.129272,58
41772.129318,57
41772.129365,56
41772.129411,55
41772.129457,55
41772.129504,55
41772.129550,55
41772.129596,56
41772.129643,55
41772.129689,55
41772.129735,55
41772.129781,55
41772.129828,55
41772.129874,55
41772.129920,55
41772.129967,55
41772.130013,55
41772.130059,55
41772.130106,55
41772.130152,55
41772.130198,55
41772.130244,55
41772.130291,56
41772.130337,56
41772.130383,55
41772.130430,55
41772.130476,55
41772.130522,55
41772.130568,55
41772.130615,55
41772.130661,55
41772.130707,55
41772.130754,55
41772.130800,55
41772.130846,55
41772.130893,55
41772.130939,55
41772.130985,56
41772.131032,56
41772.131078,55
41772.131124,55
41772.131170,55
41772.131217,55
41772.131263,55
41772.131310,55
41772.131356,55
41772.131402,56
41772.131448,55
41772.131495,55
41772.131541,55
41772.131587,55
41772.131633,55
41772.131680,55
41772.131726,56
41772.131772,55
41772.131818,55
41772.131866,62
41772.131911,62
41772.131957,63
41772.132004,63
41772.132050,62
41772.132097,62
41772.132143,61
41772.132189,60
41772.132235,59
41772.132282,58
41772.132328,57
41772.132375,60
41772.132420,59
41772.132467,58
41772.132513,57
41772.132559,56
41772.132606,59
41772.132652,59
41772.132698,58
41772.132745,57
41772.132791,57
41772.132837,56
41772.132883,55
41772.132930,55
41772.132976,55
41772.133022,55
41772.133068,55
41772.133115,55
41772.133161,55
41772.133208,55
41772.133254,55
41772.133300,55
41772.133346,55
41772.133393,55
41772.133439,55
41772.133485,55
41772.133532,55
41772.133578,55
41772.133624,55
41772.133670,55
41772.133717,55
41772.133763,55
41772.133810,55
41772.133856,55
41772.133902,55
41772.133948,55
41772.133995,55
41772.134041,55
41772.134087,55
41772.134134,55
41772.134180,55
41772.134226,55
41772.134273,55
41772.134319,55
41772.134365,55
41772.134411,55
41772.134457,55
41772.134504,55
41772.134550,55
41772.134596,55
41772.134643,55
41772.134689,55
41772.134735,55
41772.134781,55
41772.134828,55
41772.134874,56
41772.134920,55
41772.134967,55
41772.135013,55
41772.135059,55
41772.135106,55
41772.135152,55
41772.135198,55
41772.135245,55
41772.135291,55
41772.135337,55
41772.135384,63
41772.135430,62
41772.135476,61
41772.135522,61
41772.135569,61
41772.135615,62
41772.135661,61
41772.135708,60
41772.135754,59
41772.135800,59
41772.135846,60
41772.135893,59
41772.135939,59
41772.135985,58
41772.136032,57
41772.136078,56
41772.136124,59
41772.136171,61
41772.136217,60
41772.136263,60
41772.136309,59
41772.136356,58
41772.136402,57
41772.136448,56
41772.136495,56
41772.136541,56
41772.136587,56
41772.136633,56
41772.136680,56
41772.136726,56
41772.136772,56
41772.136819,56
41772.136865,56
41772.136911,56
41772.136957,56
41772.137004,56
41772.137050,55
41772.137096,55
41772.137143,55
41772.137189,55
41772.137235,55
41772.137282,55
41772.137328,55
41772.137374,56
41772.137421,56
41772.137467,56
41772.137513,56
41772.137559,56
41772.137606,56
41772.137652,56
41772.137698,56
41772.137745,56
41772.137791,56
41772.137837,56
41772.137883,56
41772.137930,56
41772.137976,57
41772.138022,56
41772.138069,56
41772.138115,56
41772.138161,56
41772.138208,56
41772.138254,56
41772.138300,55
41772.138347,56
41772.138393,55
41772.138439,55
41772.138486,55
41772.138532,55
41772.138578,55
41772.138624,55
41772.138671,55
41772.138717,55
41772.138763,56
41772.138809,55
41772.138856,63
41772.138902,62
41772.138948,61
41772.138995,60
41772.139041,63
41772.139087,62
41772.139134,62
41772.139180,62
41772.139226,63
41772.139272,62
41772.139319,61
41772.139365,61
41772.139411,60
41772.139457,59
41772.139504,58
41772.139550,57
41772.139596,56
41772.139645,60
41772.139689,60
41772.139735,60
41772.139782,59
41772.139828,58
41772.139874,57
41772.139920,56
41772.139967,56
41772.140013,56
41772.140059,56
41772.140106,56
41772.140152,57
41772.140198,56
41772.140245,56
41772.140291,56
41772.140337,56
41772.140383,56
41772.140430,57
41772.140476,56
41772.140522,55
41772.140569,55
41772.140615,55
41772.140661,55
41772.140707,55
41772.140754,55
41772.140800,55
41772.140847,55
41772.140893,56
41772.140939,55
41772.140985,55
41772.141032,55
41772.141078,55
41772.141124,55
41772.141170,55
41772.141217,55
41772.141263,55
41772.141309,55
41772.141356,55
41772.141402,55
41772.141448,55
41772.141495,55
41772.141541,55
41772.141587,56
41772.141634,55
41772.141680,55
41772.141726,55
41772.141772,55
41772.141819,56
41772.141865,55
41772.141911,55
41772.141958,55
41772.142004,55
41772.142050,55
41772.142096,55
41772.142143,55
41772.142189,55
41772.142235,55
41772.142282,55
41772.142328,62
41772.142375,61
41772.142420,60
41772.142467,59
41772.142513,62
41772.142559,62
41772.142606,61
41772.142652,60
41772.142698,59
41772.142745,58
41772.142791,59
41772.142837,60
41772.142884,60
41772.142930,59
41772.142976,58
41772.143022,58
41772.143068,57
41772.143115,56
41772.143162,59
41772.143208,59
41772.143254,58
41772.143300,57
41772.143346,56
41772.143393,56
41772.143439,55
41772.143486,55
41772.143532,55
41772.143578,55
41772.143624,55
41772.143670,55
41772.143717,55
41772.143763,55
41772.143809,55
41772.143856,55
41772.143902,55
41772.143949,55
41772.143995,55
41772.144041,55
41772.144087,55
41772.144133,55
41772.144180,55
41772.144226,55
41772.144272,55
41772.144318,55
41772.144365,55
41772.144411,55
41772.144458,55
41772.144504,55
41772.144550,55
41772.144596,55
41772.144643,55
41772.144689,55
41772.144735,55
41772.144781,55
41772.144828,55
41772.144874,55
41772.144920,55
41772.144967,55
41772.145013,55
41772.145059,55
41772.145106,55
41772.145152,55
41772.145198,55
41772.145244,55
41772.145291,55
41772.145337,55
41772.145383,55
41772.145430,55
41772.145476,55
41772.145522,55
41772.145569,55
41772.145615,55
41772.145661,55
41772.145708,55
41772.145754,55
41772.145801,62
41772.145847,62
41772.145893,61
41772.145939,60
41772.145985,59
41772.146032,59
41772.146078,58
41772.146124,57
41772.146171,56
41772.146217,55
41772.146263,55
41772.146310,59
41772.146356,59
41772.146402,59
41772.146448,59
41772.146495,60
41772.146541,60
41772.146587,59
41772.146634,58
41772.146680,59
41772.146727,60
41772.146772,59
41772.146819,58
41772.146865,57
41772.146911,57
41772.146958,56
41772.147004,56
41772.147050,56
41772.147097,56
41772.147143,56
41772.147189,56
41772.147235,57
41772.147282,56
41772.147328,56
41772.147374,57
41772.147421,56
41772.147467,56
41772.147513,56
41772.147559,56
41772.147606,56
41772.147652,56
41772.147698,57
41772.147745,56
41772.147791,56
41772.147837,56
41772.147884,56
41772.147930,56
41772.147976,56
41772.148022,56
41772.148069,56
41772.148115,56
41772.148161,56
41772.148208,55
41772.148254,55
41772.148300,55
41772.148347,55
41772.148393,55
41772.148439,55
41772.148486,55
41772.148532,55
41772.148578,55
41772.148624,55
41772.148671,55
41772.148717,55
41772.148763,56
41772.148810,55
41772.148856,55
41772.148902,55
41772.148948,55
41772.148995,55
41772.149041,55
41772.149087,55
41772.149134,55
41772.149180,55
41772.149226,55
41772.149273,62
41772.149320,62
41772.149365,61
41772.149412,60
41772.149458,60
