Time,Used
41772.077373,281603200
41772.077420,282848288
41772.077466,283521400
41772.077512,284093640
41772.077558,285130152
41772.077605,286376208
41772.077651,286376208
41772.077697,287722448
41772.077744,287722448
41772.077790,288395496
41772.077836,289741968
41772.077883,290415024
41772.077929,290988072
41772.077975,291560416
41772.078021,292704568
41772.078068,293276808
41772.078114,293849120
41772.078160,294421912
41772.078207,295095024
41772.078253,296099440
41772.078299,296671480
41772.078345,297816336
41772.078392,298612200
41772.078438,299184368
41772.078484,299756456
41772.078531,300901536
41772.078577,301473632
41772.078623,302146744
41772.078670,302820072
41772.078716,303493120
41772.078762,304167184
41772.078808,304840512
41772.078855,305513616
41772.078901,306187168
41772.078947,307190976
41772.078994,307865608
41772.079040,308538776
41772.079086,309211824
41772.079133,312214016
41772.079179,313460232
41772.079225,314133288
41772.079271,314806344
41772.079318,315480976
41772.079364,316154400
41772.079410,316827584
41772.079457,317500688
41772.079503,318498256
41772.079549,319844392
41772.079595,319844392
41772.079642,321554576
41772.079688,322126672
41772.079734,351160272
41772.079781,394659264
41772.079827,411491104
41772.079873,414720944
41772.079920,435067696
41772.079966,441595552
41772.080012,442599248
41772.080058,443844456
41772.080105,444517600
41772.080151,445089640
41772.080197,445662688
41772.080244,53229584
41772.080290,55533808
41772.080336,67015600
41772.080383,74086544
41772.080429,83595440
41772.080475,87679888
41772.080521,88681968
41772.080568,155407136
41772.080614,171784904
41772.080660,179113928
41772.080707,181845664
41772.080753,201406240
41772.080799,203521416
41772.080845,205945944
41772.080892,206998472
41772.080938,210446736
41772.080984,216637552
41772.081031,219785200
41772.081077,222498096
41772.081123,222498096
41772.081170,223879392
41772.081216,232991432
41772.081262,238064184
41772.081308,239853192
41772.081355,241232784
41772.081401,241897048
41772.081447,242561296
41772.081494,243225448
41772.081540,243890360
41772.081586,244554552
41772.081633,245219464
41772.081679,245883728
41772.081725,246866984
41772.081771,247531232
41772.081818,248246752
41772.081864,248962248
41772.081910,249677696
41772.081957,250394160
41772.082003,251109640
41772.082049,251825592
41772.082095,253131120
41772.082142,254510808
41772.082188,255175504
41772.082234,255839688
41772.082281,258146736
41772.082327,258862320
41772.082373,258862320
41772.082420,259972280
41772.082466,260636496
41772.082512,262237784
41772.082558,262953240
41772.082605,263617600
41772.082651,264282008
41772.082697,264946256
41772.082744,266325872
41772.082790,266990048
41772.082836,267654416
41772.082883,268320128
41772.082929,268984536
41772.082975,269649040
41772.083021,270599584
41772.083068,271263720
41772.083114,272246992
41772.083160,272911128
41772.083207,282977520
41772.083253,341653424
41772.083299,351866592
41772.083345,358808376
41772.083392,364380104
41772.083438,381192504
41772.083484,381856712
41772.083531,382521632
41772.083577,383185824
41772.083623,383901272
41772.083670,384616840
41772.083716,386263880
41772.083762,386979400
41772.083808,387981328
41772.083855,388696840
41772.083901,389412568
41772.083947,390273792
41772.083994,390989264
41772.084040,391973280
41772.084086,392637488
41772.084133,393302184
41772.084179,393966592
41772.084225,447846600
41772.084271,449227768
41772.084318,449943496
41772.084364,450659096
41772.084410,452233944
41772.084457,452233944
41772.084503,43734936
41772.084549,45117112
41772.084595,45823152
41772.084642,47867520
41772.084688,48573480
41772.084734,50311384
41772.084781,51473352
41772.084827,54832152
41772.084873,56553960
41772.084920,57229624
41772.084966,57905144
41772.085012,58580536
41772.085058,59255928
41772.085105,60161640
41772.085151,60837192
41772.085197,61968968
41772.085244,63351328
41772.085290,63351328
41772.085336,64057408
41772.085383,65438896
41772.085429,66144936
41772.085475,66850928
41772.085521,67556896
41772.085568,68263136
41772.085614,68969104
41772.085660,69675296
41772.085707,72102056
41772.085753,72808064
41772.085799,72808064
41772.085845,74459080
41772.085892,75510824
41772.085938,76892224
41772.085984,77713240
41772.086031,78419296
41772.086077,79125264
41772.086123,79831504
41772.086170,79831504
41772.086216,81213872
41772.086262,82476296
41772.086308,83152536
41772.086355,83828000
41772.086401,84503448
41772.086447,85178840
41772.086494,85854600
41772.086540,86530120
41772.086586,88039392
41772.086633,88745680
41772.086679,89451640
41772.086725,158572120
41772.086771,170772808
41772.086818,176116720
41772.086864,176822816
41772.086910,182687320
41772.086957,198308472
41772.087003,198983952
41772.087049,199659416
41772.087095,200365688
41772.087142,201071656
41772.087188,201777704
41772.087234,203717528
41772.087281,204670208
41772.087327,205474904
41772.087373,206181072
41772.087420,206887064
41772.087466,207593528
41772.087512,208299536
41772.087558,209005776
41772.087605,209005776
41772.087651,210387240
41772.087697,211062632
41772.087744,211738048
41772.087790,212413552
41772.087836,213089104
41772.087883,213764552
41772.087929,214747776
41772.087975,270643384
41772.088021,271349352
41772.088068,272055552
41772.088114,275640104
41772.088160,276900416
41772.088207,278282592
41772.088253,291681904
41772.088299,299853064
41772.088345,305754136
41772.088392,306430032
41772.088438,307105424
41772.088484,307782392
41772.088531,308457808
41772.088577,312438912
41772.088623,313820280
41772.088670,315481088
41772.088716,316187112
41772.088762,324840896
41772.088808,327798592
41772.088855,328873824
41772.088901,333488784
41772.088947,334807912
41772.088994,335483576
41772.089040,336646728
41772.089086,337322400
41772.089133,337997848
41772.089179,338673992
41772.089225,339349384
41772.089271,340024832
41772.089318,340701800
41772.089364,341377232
41772.089410,342052896
41772.089457,342728280
41772.089503,343403672
41772.089549,344079560
41772.089595,344754952
41772.089642,345430344
41772.089688,346105784
41772.089734,347058352
41772.089781,347733872
41772.089827,348410112
41772.089873,349086512
41772.089920,349762176
41772.089966,350437840
41772.090012,351113392
41772.090058,351788864
41772.090105,353412112
41772.090151,354087632
41772.090197,424034936
41772.090244,429504408
41772.090290,435034280
41772.090336,441404560
41772.090383,32576424
41772.090429,41095960
41772.090475,51811704
41772.090521,52587360
41772.090568,55857664
41772.090614,66956256
41772.090660,67745184
41772.090707,72177152
41772.090753,74454304
41772.090799,75434464
41772.090845,78591792
41772.090892,82176136
41772.090938,88860680
41772.090984,93763176
41772.091031,99829768
41772.091077,100618680
41772.091123,107429840
41772.091170,112327136
41772.091216,113116104
41772.091262,113905016
41772.091308,114680736
41772.091355,115469592
41772.091401,116326928
41772.091447,121851376
41772.091494,127323848
41772.091540,128888872
41772.091586,129664080
41772.091633,130439368
41772.091679,131214600
41772.091725,186797712
41772.091771,186797712
41772.091818,188285288
41772.091864,189060528
41772.091910,190088504
41772.091957,190088504
41772.092003,205066512
41772.092049,205855928
41772.092095,207420208
41772.092142,207420208
41772.092188,213679408
41772.092234,217013568
41772.092281,217867368
41772.092327,218656720
41772.092373,219513200
41772.092420,219513200
41772.092466,221091096
41772.092512,221091096
41772.092558,223048832
41772.092605,223837704
41772.092651,224626688
41772.092697,225415544
41772.092744,226204528
41772.092790,226204528
41772.092836,227782240
41772.092883,228484208
41772.092929,230144032
41772.092975,230932904
41772.093021,231721760
41772.093068,231721760
41772.093114,233286032
41772.093160,234074888
41772.093207,235677280
41772.093253,235677280
41772.093299,236466248
41772.093345,237323744
41772.093392,238706944
41772.093438,239496032
41772.093484,240284936
41772.093531,241073792
41772.093577,241863432
41772.093623,242116120
41772.093670,310280256
41772.093716,311844664
41772.093762,323038032
41772.093808,329148536
41772.093855,330713104
41772.093901,336369624
41772.093947,347288208
41772.093994,352694976
41772.094040,352694976
41772.094086,353470152
41772.094133,354245312
41772.094179,355020544
41772.094225,357134192
41772.094271,357923320
41772.094318,359268424
41772.094364,360832544
41772.094410,361621400
41772.094457,362410312
41772.094503,362410312
41772.094549,363988456
41772.094595,364833960
41772.094642,365622896
41772.094688,366411752
41772.094734,367200608
41772.094781,367989512
41772.094827,368779144
41772.094873,368779144
41772.094920,369568000
41772.094966,370356912
41772.095012,371858024
41772.095058,373536888
41772.095105,374325816
41772.095151,375114664
41772.095197,375903632
41772.095244,375903632
41772.095290,377012856
41772.095336,377801712
41772.095383,378819320
41772.095429,379608168
41772.095475,434748304
41772.095521,436312728
41772.095568,437341640
41772.095614,438338360
41772.095660,451480304
41772.095707,452508360
41772.095753,453283544
41772.095799,454595640
41772.095845,29058272
41772.095892,30695384
41772.095938,31405616
41772.095984,34141328
41772.096031,34851472
41772.096077,35986080
41772.096123,35986080
41772.096170,36913752
41772.096216,37840720
41772.096262,37840720
41772.096308,38767616
41772.096355,40404952
41772.096401,41177864
41772.096447,42028848
41772.096494,43495920
41772.096540,43495920
41772.096586,44206096
41772.096633,45295736
41772.096679,46006344
41772.096725,46716432
41772.096771,47426560
41772.096818,48353512
41772.096864,49990512
41772.096910,50700832
41772.096957,50700832
41772.097003,51704136
41772.097049,51704136
41772.097095,52631152
41772.097142,123267296
41772.097188,124951496
41772.097234,134995640
41772.097281,135705680
41772.097327,142347104
41772.097373,143057456
41772.097420,148776824
41772.097466,159457368
41772.097512,165186384
41772.097558,165896432
41772.097605,166986056
41772.097651,167696104
41772.097697,169123480
41772.097744,169833544
41772.097790,170543720
41772.097836,172451768
41772.097883,174089208
41772.097929,174089208
41772.097975,175016104
41772.098021,175943040
41772.098068,176653112
41772.098114,177363272
41772.098160,178290296
41772.098207,179217208
41772.098253,179217208
41772.098299,180144888
41772.098345,181071856
41772.098392,182528944
41772.098438,182528944
41772.098484,183455904
41772.098531,184430392
41772.098577,185400824
41772.098623,186110944
41772.098670,186821040
41772.098716,187200632
41772.098762,188127576
41772.098808,189054792
41772.098855,189982184
41772.098901,189982184
41772.098947,190692344
41772.098994,191402624
41772.099040,192112680
41772.099086,193605000
41772.099133,248657496
41772.099179,249367664
41772.099225,250906256
41772.099271,264783488
41772.099318,266421264
41772.099364,267348216
41772.099410,267704456
41772.099457,269271232
41772.099503,270198128
41772.099549,271125096
41772.099595,271452152
41772.099642,272379160
41772.099688,273089296
41772.099734,273799440
41772.099781,275209744
41772.099827,275919880
41772.099873,276678320
41772.099920,277388384
41772.099966,278164648
41772.100012,278874784
41772.100058,279584888
41772.100105,280294960
41772.100151,281265424
41772.100197,281975600
41772.100244,282685696
41772.100290,283395824
41772.100336,284105872
41772.100383,284816672
41772.100429,286454416
41772.100475,286974624
41772.100521,288280880
41772.100568,289255440
41772.100614,354658568
41772.100660,358239104
41772.100707,369649224
41772.100753,370576160
41772.100799,378542360
41772.100845,379512888
41772.100892,385617024
41772.100938,386543920
41772.100984,397798992
41772.101031,402668200
41772.101077,403595096
41772.101123,404522104
41772.101170,404782496
41772.101216,405756984
41772.101262,407237608
41772.101308,408918664
41772.101355,409448800
41772.101401,410159408
41772.101447,428051192
41772.101494,428761248
41772.101540,429471408
41772.101586,430181504
41772.101633,430891776
41772.101679,431818800
41772.101725,432265344
41772.101771,433193016
41772.101818,434119952
41772.101864,435636496
41772.101910,436090960
41772.101957,437017928
41772.102003,437944840
41772.102049,438871736
41772.102095,439164832
41772.102142,440802656
41772.102188,441512752
41772.102234,442222928
41772.102281,442932976
41772.102327,443643024
41772.102373,443643024
41772.102420,444646920
41772.102466,448495856
41772.102512,449466536
41772.102558,450697344
41772.102605,451714568
41772.102651,452237584
41772.102697,453616784
41772.102744,43174648
41772.102790,78324200
41772.102836,78332616
41772.102883,79739016
41772.102929,80834800
41772.102975,81944384
41772.103021,82413336
41772.103068,96166048
41772.103114,97340488
41772.103160,98361048
41772.103207,98361048
41772.103253,99794384
41772.103299,100659280
41772.103345,101564728
41772.103392,102487952
41772.103438,102802808
41772.103484,103816264
41772.103531,105305480
41772.103577,105305480
41772.103623,107010120
41772.103670,107874256
41772.103716,108894848
41772.103762,109793128
41772.103808,110172368
41772.103855,111314712
41772.103901,112492152
41772.103947,113634696
41772.103994,113791040
41772.104040,114655216
41772.104086,182172896
41772.104133,188078544
41772.104179,198838760
41772.104225,199498464
41772.104271,200283192
41772.104318,206788824
41772.104364,207414408
41772.104410,213496296
41772.104457,214673576
41772.104503,225599640
41772.104549,231493432
41772.104595,231493432
41772.104642,233087496
41772.104688,233712720
41772.104734,234218080
41772.104781,234874168
41772.104827,235894616
41772.104873,236520152
41772.104920,238467288
41772.104966,239251264
41772.105012,240123368
41772.105058,240904832
41772.105105,241769960
41772.105151,242872464
41772.105197,243736584
41772.105244,243926872
41772.105290,244552768
41772.105336,245334624
41772.105383,245959520
41772.105429,246824136
41772.105475,247719208
41772.105521,248584176
41772.105568,249448296
41772.105614,250412456
41772.105660,250881200
41772.105707,252564584
41772.105753,253192400
41772.105799,253192400
41772.105845,254056888
41772.105892,254921312
41772.105938,255703200
41772.105984,256567336
41772.106031,258066504
41772.106077,258691976
41772.106123,259630424
41772.106170,260509360
41772.106216,261326120
41772.106262,261951304
41772.106308,262732768
41772.106355,263358024
41772.106401,263983376
41772.106447,264767048
41772.106494,265393848
41772.106540,320680952
41772.106586,322572968
41772.106633,323354208
41772.106679,337369728
41772.106725,338396832
41772.106771,339023504
41772.106818,339806344
41772.106864,340464816
41772.106910,341092904
41772.106957,341875800
41772.107003,343126688
41772.107049,343908424
41772.107095,345108760
41772.107142,345577752
41772.107188,346396656
41772.107234,347024152
41772.107281,347650848
41772.107327,348433952
41772.107373,349060016
41772.107420,350212608
41772.107466,350994808
41772.107512,351856800
41772.107558,415599984
41772.107605,422771520
41772.107651,422771520
41772.107697,433641048
41772.107744,435288184
41772.107790,441256608
41772.107836,441882144
41772.107883,446681264
41772.107929,447545512
41772.107975,448566048
41772.108021,38931696
41772.108068,44247176
41772.108114,45350960
41772.108160,45928392
41772.108207,47618680
41772.108253,47658104
41772.108299,48498296
41772.108345,49338488
41772.108392,50375968
41772.108438,51803992
41772.108484,52089432
41772.108531,53779896
41772.108577,54880600
41772.108623,54880600
41772.108670,55305752
41772.108716,56182944
41772.108762,57366088
41772.108808,57791248
41772.108855,59482088
41772.108901,60332672
41772.108948,60779648
41772.108994,61630256
41772.109040,62055472
41772.109087,62930640
41772.109133,63215168
41772.109179,64308160
41772.109225,65149088
41772.109272,66261056
41772.109318,66686344
41772.109364,67536696
41772.109410,67961928
41772.109457,68837160
41772.109503,69971664
41772.109550,70397144
41772.109596,71247816
41772.109642,72300304
41772.109688,72725456
41772.109735,73575856
41772.109781,74001256
41772.109827,75130040
41772.109873,76269672
41772.109920,76694832
41772.109966,77805352
41772.110012,79071456
41772.110059,79071456
41772.110105,79911376
41772.110151,134728768
41772.110198,136955392
41772.110244,138049576
41772.110290,151492840
41772.110336,152355992
41772.110383,153195928
41772.110429,153195928
41772.110475,154036856
41772.110522,155067392
41772.110568,156884224
41772.110614,157724160
41772.110660,157724160
41772.110707,158409176
41772.110753,160099800
41772.110799,160950240
41772.110846,161375672
41772.110892,162595720
41772.110938,163020936
41772.110985,168252512
41772.111031,233915080
41772.111077,239392608
41772.111124,240243240
41772.111170,251679376
41772.111216,252713664
41772.111263,253680592
41772.111309,259213200
41772.111355,260903712
41772.111401,266368856
41772.111448,267209080
41772.111494,268049000
41772.111540,280101504
41772.111587,286296488
41772.111633,287146920
41772.111679,287572080
41772.111725,288704568
41772.111772,289555240
41772.111818,290395248
41772.111864,290821256
41772.111911,291671976
41772.111957,292718960
41772.112003,293569376
41772.112050,294409400
41772.112096,295509920
41772.112142,295509920
41772.112188,296349896
41772.112235,297189864
41772.112281,298029808
41772.112327,299180008
41772.112374,300020056
41772.112420,300063632
41772.112466,301164168
41772.112513,302004088
41772.112559,302844136
41772.112605,303684056
41772.112652,304528824
41772.112698,305794104
41772.112744,306634024
41772.112790,307474032
41772.112837,308474544
41772.112883,308474544
41772.112929,309316040
41772.112976,310441464
41772.113022,311888488
41772.113068,312313736
41772.113115,313186960
41772.113161,314297928
41772.113207,314723112
41772.113253,315573512
41772.113300,315998664
41772.113346,317177176
41772.113392,318052344
41772.113439,318477512
41772.113485,319328608
41772.113531,319753896
41772.113578,320604416
41772.113624,321454736
41772.113670,323069224
41772.113716,323747232
41772.113763,379295424
41772.113809,380582088
41772.113855,381945152
41772.113902,396155736
41772.113948,396581016
41772.113994,397431368
41772.114040,398826448
41772.114087,399276456
41772.114133,400127016
41772.114179,400552256
41772.114226,401402848
41772.114272,402253296
41772.114318,402679464
41772.114365,404056000
41772.114411,404793104
41772.114457,405928720
41772.114503,34333240
41772.114550,45496984
41772.114596,46205352
41772.114642,58085856
41772.114689,58794736
41772.114735,59662704
41772.114781,60731288
41772.114828,66676608
41772.114874,72517560
41772.114920,73226208
41772.114966,73934096
41772.115013,74642016
41772.115059,86015328
41772.115105,93053784
41772.115152,93053784
41772.115198,94834280
41772.115244,95674344
41772.115290,96514336
41772.115337,96533712
41772.115383,97373624
41772.115430,98214104
41772.115476,99793440
41772.115522,100633360
41772.115568,101473408
41772.115615,101771312
41772.115661,102630624
41772.115707,103470632
41772.115753,104549296
41772.115800,105389344
41772.115846,105867128
41772.115893,106912024
41772.115939,107771320
41772.115985,108611560
41772.116031,109452040
41772.116078,109452040
41772.116124,110291968
41772.116170,112486232
41772.116216,113345528
41772.116263,114185672
41772.116309,114185672
41772.116355,115026088
41772.116402,115866856
41772.116448,116946240
41772.116494,116965616
41772.116540,118991232
41772.116587,119214032
41772.116633,119921904
41772.116679,120630144
41772.116726,121447128
41772.116772,122175224
41772.116818,123302864
41772.116865,124851200
41772.116911,125797752
41772.116957,126506472
41772.117003,127346888
41772.117050,127366264
41772.117096,128074136
41772.117142,130474600
41772.117189,131182528
41772.117235,132315320
41772.117281,133055320
41772.117328,133972992
41772.117374,139602040
41772.117420,188594872
41772.117466,189541504
41772.117513,191328072
41772.117559,205364568
41772.117605,206505104
41772.117652,206505104
41772.117698,207345064
41772.117744,208184984
41772.117790,209134696
41772.117837,210861632
41772.117883,211588928
41772.117929,212296840
41772.117976,271581576
41772.118022,283325528
41772.118068,284033528
41772.118115,284741960
41772.118161,295189392
41772.118207,295936920
41772.118253,296645064
41772.118300,303447936
41772.118346,304155864
41772.118392,309787864
41772.118439,310836096
41772.118485,311676016
41772.118531,313026040
41772.118578,323560136
41772.118624,329619488
41772.118670,330836616
41772.118716,331752784
41772.118763,332460744
41772.118809,333168984
41772.118855,334716824
41772.118902,335768072
41772.118948,336476216
41772.118994,337811800
41772.119040,338519736
41772.119087,338519736
41772.119133,339227680
41772.119179,339227680
41772.119226,340776504
41772.119272,341824808
41772.119318,342533464
41772.119365,343123784
41772.119411,344020544
41772.119457,344729264
41772.119503,345437264
41772.119550,346164504
41772.119596,347238608
41772.119642,348078656
41772.119689,349157560
41772.119735,350503128
41772.119781,351212008
41772.119828,351939312
41772.119874,352647328
41772.119920,353626600
41772.119966,354466520
41772.120013,355415480
41772.120059,356731608
41772.120105,357782176
41772.120152,357782176
41772.120198,358622160
41772.120244,359462136
41772.120290,360542208
41772.120337,361382688
41772.120383,361402064
41772.120429,362470848
41772.120476,363310816
41772.120522,364150736
41772.120568,364990648
41772.120615,366301368
41772.120661,366320744
41772.120707,367160712
41772.120753,369299656
41772.120800,370139624
41772.120846,370979632
41772.120892,371819552
41772.120939,371838928
41772.120985,372917648
41772.121031,427463168
41772.121078,428602024
41772.121124,430168216
41772.121170,443845128
41772.121216,444705272
41772.121263,445545968
41772.121309,446895984
41772.121355,447735976
41772.121402,447735976
41772.121448,86990608
41772.121494,97644976
41772.121540,98456952
41772.121587,99343368
41772.121633,110913984
41772.121679,112027008
41772.121726,112092680
41772.121772,112905096
41772.121818,119749432
41772.121865,126284768
41772.121911,127112864
41772.121957,128088024
41772.122004,128434240
41772.122050,129409376
41772.122096,142037704
41772.122143,147916680
41772.122189,149831696
41772.122235,150719960
41772.122281,150719960
41772.122328,151673912
41772.122374,152704792
41772.122420,153517720
41772.122467,153517720
41772.122513,155088976
41772.122559,155900920
41772.122605,155916936
41772.122652,156728840
41772.122698,157754992
41772.122744,158567040
41772.122791,159520976
41772.122837,161351872
41772.122883,161626624
41772.122930,162601768
41772.122976,163413688
41772.123022,163490016
41772.123068,164797576
41772.123115,165609592
41772.123161,166421784
41772.123207,167505232
41772.123254,168557888
41772.123300,169385824
41772.123346,170361976
41772.123393,171337120
41772.123439,171337120
41772.123485,172454552
41772.123531,173473168
41772.123578,174238608
41772.123624,175214024
41772.123670,176189160
41772.123717,177164864
41772.123763,177603520
41772.123809,178415440
41772.123855,179228488
41772.123902,179228488
41772.123948,180482328
41772.123994,181311272
41772.124041,182123264
41772.124087,183138424
41772.124133,184113624
41772.124180,185100544
41772.124226,186260552
41772.124272,187665704
41772.124318,187665704
41772.124365,188479200
41772.124411,189291128
41772.124457,190119848
41772.124504,190931896
41772.124550,191008224
41772.124596,191983640
41772.124643,247687664
41772.124689,249490888
41772.124735,249729536
41772.124781,264063968
41772.124828,265039152
41772.124874,265851200
41772.124920,323464584
41772.124967,335354320
41772.125013,335630544
41772.125059,336713968
41772.125105,348258272
41772.125152,349086192
41772.125198,349898208
41772.125244,350874360
41772.125291,357118512
41772.125337,358506136
41772.125383,364452792
41772.125430,365264912
41772.125476,366315576
41772.125522,367127816
41772.125568,367127816
41772.125615,379443288
41772.125661,384640080
41772.125707,385855464
41772.125754,386830736
41772.125800,386830736
41772.125846,388032736
41772.125893,389007896
41772.125939,389983088
41772.125985,390958248
41772.126031,390958248
41772.126078,392538952
41772.126124,393514136
41772.126170,393633728
41772.126217,394609720
41772.126263,395585168
41772.126309,396590440
41772.126355,396731832
41772.126402,397773768
41772.126448,398824960
41772.126494,399637120
41772.126541,400722016
41772.126587,401697208
41772.126633,402509688
41772.126680,402509688
41772.126726,403321720
41772.126772,404150152
41772.126818,406013712
41772.126865,406455392
41772.126911,407430624
41772.126957,407430624
41772.127004,408590816
41772.127050,409708016
41772.127096,410683152
41772.127143,410923352
41772.127189,411898584
41772.127235,413341504
41772.127281,414153424
41772.127328,414153424
41772.127374,414965456
41772.127420,415777376
41772.127467,415793392
41772.127513,416605352
41772.127559,417928880
41772.127605,418980368
41772.127652,419955496
41772.127698,421787088
41772.127744,422071160
41772.127791,423046864
41772.127837,424419792
41772.127883,424419792
41772.127930,425477704
41772.127976,426289752
41772.128022,427101720
41772.128068,427913736
41772.128115,428726432
41772.128161,428742448
41772.128207,429679448
41772.128254,437523136
41772.128300,55182552
41772.128346,55464352
41772.128393,111835272
41772.128439,142106224
41772.128485,143081264
41772.128531,143702480
41772.128578,154723664
41772.128624,156069608
41772.128670,157152856
41772.128717,157152856
41772.128763,158112576
41772.128809,163990200
41772.128855,170884176
41772.128902,171335024
41772.128948,172506176
41772.128994,173466128
41772.129041,174425856
41772.129087,180201832
41772.129133,191803840
41772.129180,192763640
41772.129226,193002288
41772.129272,194415896
41772.129318,195598360
41772.129365,195652544
41772.129411,196612224
41772.129457,197607976
41772.129504,197717608
41772.129550,198699704
41772.129596,200413496
41772.129643,201373176
41772.129689,202346680
41772.129735,202346680
41772.129781,203358128
41772.129828,204428824
41772.129874,205402328
41772.129920,205456544
41772.129967,206604992
41772.130013,208213360
41772.130059,208227144
41772.130105,209186824
41772.130152,210146504
41772.130198,211128584
41772.130244,211128584
41772.130291,212617368
41772.130337,213838824
41772.130383,214799280
41772.130430,215758960
41772.130476,215848440
41772.130522,216918440
41772.130568,217878680
41772.130615,217878680
41772.130661,219040896
41772.130707,220296256
41772.130754,220296256
41772.130800,221278352
41772.130846,221292136
41772.130893,223235560
41772.130939,223235560
41772.130985,224742448
41772.131031,226013976
41772.131078,226027760
41772.131124,226995248
41772.131170,228013072
41772.131217,229106312
41772.131263,229120096
41772.131309,230103640
41772.131355,231458904
41772.131402,232079112
41772.131448,233075616
41772.131494,234058592
41772.131541,234058592
41772.131587,235095112
41772.131633,236077384
41772.131680,236091168
41772.131726,237994032
41772.131772,239935872
41772.131818,239935872
41772.131865,270325328
41772.131911,364643448
41772.131957,364882096
41772.132004,365864104
41772.132050,380097408
41772.132096,390717944
41772.132143,391699912
41772.132189,392791664
41772.132235,392791664
41772.132281,398928544
41772.132328,399888312
41772.132374,405800880
41772.132420,408377480
41772.132467,409373288
41772.132513,409373288
41772.132559,410376488
41772.132606,416881552
41772.132652,427277344
41772.132698,428369040
41772.132744,428369040
41772.132791,429690568
41772.132837,430665040
41772.132883,431647136
41772.132930,431647136
41772.132976,432629160
41772.133022,433611152
41772.133068,433734576
41772.133115,434905256
41772.133161,435887352
41772.133207,435941568
41772.133254,436968112
41772.133300,438061272
