Time,CPU Usage
41772.100337,0.2
41772.100383,0.1
41772.100429,0.1
41772.100475,0.1
41772.100522,0.1
41772.100568,0.1
41772.100615,6.7
41772.100661,0.4
41772.100707,1.1
41772.100753,0.2
41772.100800,0.9
41772.100846,0.1
41772.100892,0.7
41772.100938,0.1
41772.100985,1.2
41772.101031,0.7
41772.101077,0.1
41772.101124,0.1
41772.101170,0.1
41772.101216,0.1
41772.101263,0.1
41772.101309,0.4
41772.101355,0.1
41772.101401,0.1
41772.101448,0.1
41772.101494,0.1
41772.101540,0.1
41772.101587,0.1
41772.101633,0.1
41772.101679,0.1
41772.101725,0.2
41772.101772,0.1
41772.101818,0.1
41772.101864,0.1
41772.101911,0.2
41772.101957,0.1
41772.102003,0.1
41772.102050,0.1
41772.102096,0.1
41772.102142,0.2
41772.102188,0.1
41772.102235,0.2
41772.102281,0.1
41772.102327,0.1
41772.102374,0.1
41772.102420,0.2
41772.102466,0.3
41772.102514,0.1
41772.102559,0.1
41772.102605,0.1
41772.102651,0.1
41772.102698,0.1
41772.102744,3.7
41772.102790,4.9
41772.102837,0.1
41772.102883,0.1
41772.102929,0.1
41772.102975,0.2
41772.103022,0.2
41772.103068,5.0
41772.103114,0.1
41772.103161,0.1
41772.103207,0.1
41772.103253,0.1
41772.103300,0.1
41772.103346,0.2
41772.103392,0.1
41772.103438,0.2
41772.103485,0.2
41772.103531,0.1
41772.103577,0.1
41772.103624,0.1
41772.103670,0.1
41772.103716,0.1
41772.103763,0.1
41772.103809,0.1
41772.103855,0.2
41772.103901,0.1
41772.103948,0.1
41772.103994,0.1
41772.104040,0.2
41772.104087,7.2
41772.104133,0.6
41772.104179,1.3
41772.104225,0.1
41772.104272,0.1
41772.104318,0.6
41772.104364,0.1
41772.104411,0.6
41772.104457,0.1
41772.104503,0.9
41772.104550,1.2
41772.104596,0.1
41772.104642,0.1
41772.104688,0.2
41772.104735,0.1
41772.104781,0.1
41772.104828,0.1
41772.104874,0.1
41772.104920,0.1
41772.104966,0.1
41772.105013,0.1
41772.105059,0.1
41772.105105,0.1
41772.105151,0.1
41772.105198,0.2
41772.105244,0.1
41772.105290,0.1
41772.105337,0.1
41772.105383,0.1
41772.105429,0.1
41772.105475,0.3
41772.105522,0.1
41772.105568,0.1
41772.105615,0.1
41772.105661,0.1
41772.105707,0.2
41772.105753,0.1
41772.105800,0.1
41772.105846,0.1
41772.105892,0.2
41772.105938,0.1
41772.105985,0.1
41772.106031,0.1
41772.106077,0.1
41772.106124,0.1
41772.106170,0.1
41772.106216,0.2
41772.106263,0.1
41772.106309,0.1
41772.106355,0.1
41772.106401,0.1
41772.106448,0.1
41772.106494,0.2
41772.106540,4.6
41772.106587,0.2
41772.106633,0.1
41772.106679,2.9
41772.106725,0.1
41772.106772,0.1
41772.106818,0.1
41772.106864,0.1
41772.106911,0.1
41772.106957,0.1
41772.107003,0.1
41772.107050,0.1
41772.107096,0.1
41772.107142,0.1
41772.107189,0.1
41772.107235,0.1
41772.107281,0.1
41772.107328,0.1
41772.107374,0.1
41772.107420,0.1
41772.107466,0.1
41772.107513,0.1
41772.107559,5.8
41772.107605,0.8
41772.107652,0.1
41772.107698,1.1
41772.107744,0.2
41772.107790,0.6
41772.107837,0.2
41772.107883,0.6
41772.107929,0.1
41772.107975,0.1
41772.108022,1.8
41772.108068,0.7
41772.108114,0.1
41772.108161,0.1
41772.108207,0.1
41772.108253,0.1
41772.108300,0.1
41772.108346,0.1
41772.108392,0.1
41772.108438,0.1
41772.108485,0.2
41772.108531,0.1
41772.108577,0.1
41772.108624,0.2
41772.108670,0.1
41772.108716,0.1
41772.108763,0.1
41772.108809,0.1
41772.108855,0.1
41772.108901,0.1
41772.108948,0.1
41772.108994,0.1
41772.109041,0.1
41772.109087,0.1
41772.109133,0.1
41772.109180,0.1
41772.109226,0.2
41772.109272,0.1
41772.109318,0.1
41772.109365,0.1
41772.109411,0.2
41772.109457,0.1
41772.109503,0.1
41772.109550,0.1
41772.109596,0.1
41772.109643,0.1
41772.109689,0.1
41772.109735,0.1
41772.109781,0.1
41772.109828,0.2
41772.109874,0.1
41772.109920,0.1
41772.109966,0.1
41772.110013,0.1
41772.110059,0.1
41772.110105,0.1
41772.110152,3.9
41772.110198,0.2
41772.110244,0.2
41772.110290,3.1
41772.110337,0.1
41772.110383,0.1
41772.110430,0.1
41772.110476,0.1
41772.110522,0.2
41772.110568,0.1
41772.110615,0.1
41772.110661,0.1
41772.110707,0.1
41772.110753,0.1
41772.110800,0.1
41772.110846,0.1
41772.110892,0.1
41772.110939,0.1
41772.110985,0.1
41772.111031,6.3
41772.111078,0.7
41772.111124,0.1
41772.111170,1.1
41772.111217,0.1
41772.111263,0.2
41772.111309,0.6
41772.111355,0.1
41772.111402,0.6
41772.111448,0.1
41772.111495,0.1
41772.111541,1.8
41772.111587,0.6
41772.111633,0.1
41772.111680,0.1
41772.111726,0.1
41772.111772,0.1
41772.111819,0.1
41772.111865,0.1
41772.111911,0.1
41772.111957,0.1
41772.112004,0.1
41772.112050,0.1
41772.112096,0.1
41772.112143,0.6
41772.112189,0.1
41772.112235,0.1
41772.112282,0.1
41772.112328,0.2
41772.112374,0.1
41772.112420,0.1
41772.112467,0.1
41772.112513,0.1
41772.112560,0.1
41772.112606,0.1
41772.112652,0.2
41772.112698,0.3
41772.112746,0.1
41772.112791,0.1
41772.112837,0.2
41772.112883,0.1
41772.112930,0.1
41772.112976,0.2
41772.113022,0.1
41772.113069,0.1
41772.113115,0.1
41772.113161,0.1
41772.113207,0.1
41772.113254,0.1
41772.113300,0.1
41772.113346,0.1
41772.113393,0.1
41772.113439,0.1
41772.113485,0.1
41772.113532,0.1
41772.113578,0.1
41772.113624,0.1
41772.113670,0.2
41772.113717,0.2
41772.113763,6.8
41772.113809,0.1
41772.113856,0.2
41772.113902,2.9
41772.113948,0.2
41772.113995,0.1
41772.114041,0.1
41772.114087,0.1
41772.114133,0.1
41772.114180,0.1
41772.114226,0.1
41772.114272,0.1
41772.114319,0.2
41772.114365,0.4
41772.114411,0.1
41772.114457,0.1
41772.114504,6.1
41772.114550,1.1
41772.114596,0.1
41772.114643,1.0
41772.114689,0.1
41772.114735,0.2
41772.114782,0.2
41772.114828,0.6
41772.114874,0.6
41772.114921,0.1
41772.114967,0.1
41772.115013,0.1
41772.115060,1.1
41772.115107,0.6
41772.115152,0.1
41772.115198,0.1
41772.115245,0.2
41772.115291,0.1
41772.115337,0.1
41772.115384,0.1
41772.115430,0.1
41772.115476,0.1
41772.115522,0.2
41772.115569,0.1
41772.115615,0.1
41772.115661,0.1
41772.115707,0.1
41772.115754,0.1
41772.115800,0.2
41772.115847,0.1
41772.115893,0.1
41772.115939,0.1
41772.115985,0.1
41772.116032,0.0
41772.116078,0.1
41772.116124,0.2
41772.116171,0.1
41772.116217,0.2
41772.116263,0.1
41772.116310,0.1
41772.116356,0.1
41772.116402,0.1
41772.116448,0.1
41772.116495,0.1
41772.116541,0.2
41772.116587,0.1
41772.116634,0.1
41772.116680,0.1
41772.116726,0.1
41772.116772,0.1
41772.116819,0.2
41772.116865,0.1
41772.116911,0.1
41772.116958,0.1
41772.117004,0.1
41772.117050,0.1
41772.117097,0.1
41772.117143,0.2
41772.117189,0.1
41772.117235,0.2
41772.117282,0.1
41772.117328,0.1
41772.117374,0.6
41772.117421,2.4
41772.117467,0.1
41772.117513,0.2
41772.117560,2.7
41772.117606,0.2
41772.117652,0.1
41772.117698,0.1
41772.117745,0.1
41772.117791,0.1
41772.117837,0.1
41772.117883,0.1
41772.117930,0.1
41772.117976,5.1
41772.118022,1.1
41772.118069,0.1
41772.118115,0.1
41772.118161,0.9
41772.118207,0.1
41772.118254,0.1
41772.118300,0.7
41772.118346,0.1
41772.118393,0.8
41772.118439,0.1
41772.118485,0.1
41772.118532,0.1
41772.118578,1.2
41772.118624,0.5
41772.118670,0.1
41772.118717,0.1
41772.118763,0.1
41772.118809,0.1
41772.118856,0.1
41772.118902,0.1
41772.118948,0.1
41772.118995,0.1
41772.119041,0.1
41772.119087,0.1
41772.119133,0.1
41772.119180,0.2
41772.119226,0.1
41772.119272,0.1
41772.119319,0.1
41772.119365,0.2
41772.119411,0.1
41772.119457,0.1
41772.119504,0.1
41772.119550,0.1
41772.119596,0.1
41772.119643,0.1
41772.119689,0.1
41772.119735,0.1
41772.119782,0.1
41772.119828,0.1
41772.119874,0.1
41772.119920,0.1
41772.119967,0.2
41772.120013,0.1
41772.120059,0.2
41772.120106,0.1
41772.120152,0.1
41772.120198,0.2
41772.120245,0.1
41772.120291,0.1
41772.120337,0.1
41772.120385,0.1
41772.120430,0.1
41772.120476,0.2
41772.120522,0.1
41772.120569,0.1
41772.120615,0.1
41772.120661,0.1
41772.120707,0.1
41772.120754,0.2
41772.120800,0.1
41772.120846,0.1
41772.120893,0.1
41772.120939,0.1
41772.120985,0.1
41772.121032,3.2
41772.121078,0.2
41772.121124,0.3
41772.121170,3.8
41772.121217,0.1
41772.121263,0.1
41772.121309,0.2
41772.121356,0.1
41772.121402,0.1
41772.121448,6.9
41772.121495,1.1
41772.121541,0.1
41772.121587,0.1
41772.121633,1.0
41772.121681,0.1
41772.121726,0.1
41772.121772,0.1
41772.121819,0.6
41772.121865,1.3
41772.121911,0.2
41772.121958,0.1
41772.122004,0.1
41772.122050,0.1
41772.122097,1.5
41772.122143,0.5
41772.122189,0.2
41772.122235,0.1
41772.122282,0.1
41772.122328,0.1
41772.122374,0.1
41772.122421,0.1
41772.122467,0.1
41772.122513,0.1
41772.122560,0.1
41772.122606,0.1
41772.122652,0.2
41772.122698,0.1
41772.122745,0.1
41772.122791,0.1
41772.122837,0.1
41772.122884,0.1
41772.122930,0.1
41772.122976,0.1
41772.123022,0.1
41772.123069,0.1
41772.123115,0.2
41772.123161,0.1
41772.123208,0.1
41772.123254,0.3
41772.123300,0.1
41772.123347,0.1
41772.123393,0.1
41772.123439,0.1
41772.123485,0.1
41772.123533,0.1
41772.123578,0.2
41772.123624,0.1
41772.123671,0.1
41772.123717,0.1
41772.123763,0.1
41772.123810,0.1
41772.123856,0.1
41772.123902,0.1
41772.123948,0.2
41772.123995,0.0
41772.124041,0.1
41772.124087,0.1
41772.124134,0.2
41772.124180,0.1
41772.124226,0.2
41772.124272,0.2
41772.124319,0.1
41772.124365,0.1
41772.124411,0.1
41772.124458,0.1
41772.124504,0.2
41772.124550,0.1
41772.124597,0.1
41772.124643,3.3
41772.124689,0.2
41772.124735,0.1
41772.124782,2.6
41772.124828,0.1
41772.124874,0.1
41772.124921,5.5
41772.124967,1.2
41772.125013,0.1
41772.125060,0.1
41772.125106,0.9
41772.125152,0.2
41772.125198,0.1
41772.125245,0.1
41772.125291,0.6
41772.125337,0.1
41772.125384,0.5
41772.125430,0.1
41772.125476,0.1
41772.125522,0.1
41772.125569,0.2
41772.125615,1.7
41772.125661,0.3
41772.125708,0.2
41772.125754,0.1
41772.125800,0.1
41772.125847,0.1
41772.125893,0.1
41772.125939,0.1
41772.125985,0.1
41772.126032,0.1
41772.126078,0.1
41772.126124,0.1
41772.126171,0.2
41772.126217,0.1
41772.126263,0.1
41772.126310,0.1
41772.126356,0.1
41772.126402,0.1
41772.126448,0.2
41772.126495,0.1
41772.126541,0.1
41772.126587,0.1
41772.126634,0.1
41772.126680,0.2
41772.126726,0.1
41772.126772,0.1
41772.126819,0.1
41772.126865,0.1
41772.126911,0.1
41772.126958,0.1
41772.127004,0.1
41772.127050,0.1
41772.127097,0.1
41772.127143,0.2
41772.127189,0.1
41772.127235,0.1
41772.127282,0.1
41772.127328,0.2
41772.127374,0.1
41772.127421,0.1
41772.127467,0.1
41772.127513,0.1
41772.127560,0.1
41772.127606,0.2
41772.127652,0.1
41772.127698,0.1
41772.127745,0.1
41772.127791,0.2
41772.127837,0.1
41772.127884,0.1
41772.127930,0.1
41772.127976,0.1
41772.128022,0.1
41772.128069,0.0
41772.128115,0.1
41772.128161,0.1
41772.128208,0.1
41772.128254,0.9
41772.128300,3.8
41772.128347,0.1
41772.128393,4.5
41772.128439,6.9
41772.128485,0.1
41772.128532,0.2
41772.128578,0.9
41772.128624,0.1
41772.128671,0.1
41772.128717,0.1
41772.128763,0.1
41772.128810,0.5
41772.128856,0.8
41772.128902,0.1
41772.128948,0.2
41772.128995,0.1
41772.129041,0.1
41772.129087,0.7
41772.129134,0.8
41772.129180,0.1
41772.129226,0.1
41772.129272,0.1
41772.129320,0.1
41772.129365,0.1
41772.129411,0.1
41772.129458,0.1
41772.129504,0.1
41772.129550,0.2
41772.129597,0.1
41772.129643,0.2
41772.129689,0.1
41772.129735,0.1
41772.129782,0.1
41772.129828,0.1
41772.129874,0.1
41772.129921,0.1
41772.129967,0.1
41772.130013,0.2
41772.130060,0.1
41772.130106,0.1
41772.130152,0.1
41772.130198,0.1
41772.130245,0.2
41772.130291,0.2
41772.130337,0.1
41772.130384,0.1
41772.130430,0.1
41772.130476,0.1
41772.130523,0.1
41772.130569,0.1
41772.130615,0.2
41772.130661,0.1
41772.130708,0.1
41772.130754,0.1
41772.130800,0.2
41772.130847,0.1
41772.130893,0.1
41772.130939,0.1
41772.130985,0.1
41772.131032,0.1
41772.131078,0.1
41772.131125,0.1
41772.131171,0.1
41772.131217,0.6
41772.131263,0.1
41772.131310,0.1
41772.131356,0.1
41772.131402,0.1
41772.131449,0.1
41772.131495,0.1
41772.131541,0.1
41772.131587,0.1
41772.131634,0.1
41772.131680,0.1
41772.131726,0.3
41772.131773,0.1
41772.131819,0.1
41772.131866,3.1
41772.131911,6.9
41772.131958,0.1
41772.132004,0.1
41772.132050,3.5
41772.132097,1.1
41772.132143,0.1
41772.132189,0.1
41772.132236,0.1
41772.132282,0.6
41772.132328,0.1
41772.132375,0.5
41772.132421,0.3
41772.132467,0.1
41772.132513,0.1
41772.132560,0.1
41772.132606,0.7
41772.132652,0.8
41772.132699,0.1
41772.132745,0.1
41772.132791,0.1
41772.132837,0.1
41772.132884,0.1
41772.132930,0.1
41772.132976,0.1
41772.133023,0.0
41772.133069,0.1
41772.133115,0.1
41772.133161,0.1
41772.133208,0.1
41772.133254,0.1
41772.133300,0.1
